"";"Price";"Year";"Make";"Model";"Mileage";"Engine";"AutoTraderPage"
"321";548500;2014;"BMW";"X3";27000;2;30
"322";129900;2008;"BMW";"320I";139000;NA;30
"323";699900;2013;"BMW";"6";12288;4;30
"324";468500;2014;"BMW";"3";26000;2,8;30
"325";79900;2006;"BMW";"3";203000;2;30
"326";89900;2006;"BMW";"3";140000;2;30
"327";279990;2012;"BMW";"X1";45000;2;30
"328";179900;2008;"BMW";"3";150000;2;30
"329";149990;2009;"BMW";"1";82000;2;30
"330";599000;2014;"BMW";"M";1500;NA;30
"331";369900;2010;"BMW";"X5";88000;3;31
"332";159950;2010;"BMW";"3";99000;2;31
"333";319900;2009;"BMW";"X5";100500;NA;31
"334";179900;2009;"BMW";"3";68024;2;31
"335";419990;2011;"BMW";"5";40000;3;31
"336";479990;2013;"BMW";"3";40000;3,5;31
"337";249990;2012;"BMW";"1";48000;1,8;31
"338";599900;2012;"BMW";"7";31129;4,4;31
"339";429990;2014;"BMW";"3";14000;2;31
"340";489900;2013;"BMW";"X5";99097;4;31
"341";169900;2009;"BMW";"3";63947;2;31
"342";369900;2010;"BMW";"X5";88000;3;32
"343";179900;2012;"BMW";"1";170370;1,8;32
"344";119950;2006;"BMW";"3";170000;2;32
"345";219900;2012;"BMW";"1";70500;NA;32
"346";469900;2014;"BMW";"M";15000;NA;32
"347";249900;2012;"BMW";"X1";122500;NA;32
"348";89900;2006;"BMW";"1";144000;NA;32
"349";249950;2012;"BMW";"3";96000;2;32
"350";199900;2010;"BMW";"X1";122817;2;32
"351";179900;2010;"BMW";"1";50000;2;32
"352";449950;2013;"BMW";"3";26000;3;32
"353";369900;2010;"BMW";"X5";88000;3;33
"354";229995;2013;"BMW";"1";35200;1,6;33
"355";23500;1995;"BMW";"5";3e+05;2,5;33
"356";79900;2002;"BMW";"3";150000;NA;33
"357";119000;2010;"BMW";"1";61500;NA;33
"358";139000;2010;"BMW";"3";84100;NA;33
"359";449000;2010;"BMW";"X5";32100;NA;33
"360";209000;2012;"BMW";"3";50100;NA;33
"361";407000;2015;"BMW";"3";1000;NA;33
"362";429000;2015;"BMW";"X1";1000;NA;33
"363";430000;2015;"BMW";"3";1000;NA;33
"364";369900;2010;"BMW";"X5";88000;3;34
"365";259990;2013;"BMW";"3";48900;NA;34
"366";309990;2015;"BMW";"1";8139;NA;34
"367";364000;2015;"BMW";"3";1000;NA;34
"368";404000;2015;"BMW";"3";1000;NA;34
"369";410000;2015;"BMW";"1";1000;NA;34
"370";414000;2015;"BMW";"3";1000;NA;34
"371";679000;2015;"BMW";"X3";1000;NA;34
"372";689000;2015;"BMW";"3";1000;NA;34
"373";949000;2015;"BMW";"X5";1000;NA;34
"374";289990;2013;"BMW";"3";27649;NA;34
"375";369900;2010;"BMW";"X5";88000;3;35
"376";371000;2015;"BMW";"1";2000;NA;35
"377";433000;2015;"BMW";"1";2500;NA;35
"378";1199000;2015;"BMW";"X6";1000;NA;35
"379";449900;2014;"BMW";"X3";40368;2;35
"380";279900;2013;"BMW";"3";25000;NA;35
"381";449990;2012;"BMW";"X3";70912;NA;35
"382";699900;2015;"BMW";"X4";3900;2;35
"383";549900;2014;"BMW";"X3";17200;2;35
"384";349900;2014;"BMW";"3";20473;1,6;35
"385";319900;2014;"BMW";"1";32444;1,6;35
"386";369900;2010;"BMW";"X5";88000;3;36
"387";209900;2010;"BMW";"X1";75000;1,8;36
"388";284950;2011;"BMW";"1";52000;NA;36
"389";239900;2007;"BMW";"X5";151000;3;36
"390";239995;2009;"BMW";"3";119414;3;36
"391";159000;2011;"BMW";"3";76606;2;36
"392";249000;2013;"BMW";"3";51671;2;36
"393";319890;2014;"BMW";"1";28000;1,6;36
"394";135000;2008;"BMW";"3";96491;2;36
"395";799900;2012;"BMW";"6";14000;4,4;36
"396";319950;2010;"BMW";"1";66000;3,5;36
"397";369900;2010;"BMW";"X5";88000;3;37
"398";299890;2013;"BMW";"3";49000;2;37
"399";429890;2015;"BMW";"3";7500;2;37
"400";269990;2012;"BMW";"1";86000;2;37
"401";279995;2012;"BMW";"1";62000;NA;37
"402";184900;2010;"BMW";"3";52000;3;37
"403";419900;2013;"BMW";"1";37000;3;37
"404";259000;2010;"BMW";"X1";86000;2;37
"405";269950;2009;"BMW";"Z4";81000;3;37
"406";179900;2007;"BMW";"X5";NA;3;37
"407";659900;2015;"BMW";"5";7500;2;37
"408";369900;2010;"BMW";"X5";88000;3;38
"409";269999;2011;"BMW";"5";94000;NA;38
"410";429000;2013;"BMW";"3";15000;NA;38
"411";329900;2012;"BMW";"Z4";35000;NA;38
"412";419999;2013;"BMW";"5";16000;2;38
"413";110000;2008;"BMW";"1";191000;NA;38
"414";369900;2014;"BMW";"3";22713;2;38
"415";395000;2008;"BMW";"M3";79000;NA;38
"416";299900;2012;"BMW";"1";64000;NA;38
"417";178000;2010;"BMW";"3";90066;NA;38
"418";124999;2007;"BMW";"3";72000;2;38
"419";369900;2010;"BMW";"X5";88000;3;39
"420";829900;2013;"BMW";"X5";29000;4,4;39
"421";249900;2012;"BMW";"3";55000;2;39
"422";349900;2012;"BMW";"1";66000;3;39
"423";649900;2012;"BMW";"X5";52000;4,4;39
"424";375000;2011;"BMW";"Z4";59000;3;39
"425";199999;2011;"BMW";"3";90000;2;39
"426";589000;2012;"BMW";"X6";55000;NA;39
