"";"Price";"Year";"Make";"Model";"Mileage";"Engine";"AutoTraderPage"
"102";69950;2007;"RENAULT";"CLIO";180700;1,6;10
"103";69950;2011;"RENAULT";"SANDERO";75410;1,6;10
"104";135950;2012;"RENAULT";"FLUENCE";56500;1,6;10
"105";109950;2012;"RENAULT";"CLIO";90333;1,6;10
"106";NA;2011;"RENAULT";"MEGANE";81700;1,4;10
"107";105000;2011;"RENAULT";"FLUENCE";64000;1,6;10
"108";49800;2006;"RENAULT";"SCENIC";183000;NA;10
"109";174900;2014;"RENAULT";"CLIO";40229;0,9;10
"110";94990;2010;"RENAULT";"CLIO";77000;1,6;10
"111";149900;2012;"RENAULT";"KOLEOS";100622;NA;11
"112";59995;2005;"RENAULT";"CLIO";157200;1,2;11
"113";239389;2015;"RENAULT";"DUSTER";518;NA;11
"114";250789;2015;"RENAULT";"CLIO";364;NA;11
"115";69900;2009;"RENAULT";"LOGAN";153000;1,6;11
"116";59900;2007;"RENAULT";"CLIO";148000;NA;11
"117";169900;2013;"RENAULT";"CLIO";47251;0,9;11
"118";49950;2005;"RENAULT";"MODUS";118157;1,4;11
"119";104900;2010;"RENAULT";"MEGANE";75000;1,6;11
"120";214900;2015;"RENAULT";"DUSTER";100;1,6;11
"121";249900;2015;"RENAULT";"DUSTER";100;1,5;11
"122";149900;2012;"RENAULT";"KOLEOS";100622;NA;12
"123";214900;2015;"RENAULT";"DUSTER";100;1,6;12
"124";199900;2015;"RENAULT";"DUSTER";6000;1,6;12
"125";84995;2006;"RENAULT";"MEGANE";2e+05;2;12
"126";72950;2011;"RENAULT";"SANDERO";51000;1,6;12
"127";159900;2013;"RENAULT";"CLIO";15100;NA;12
"128";199489;2015;"RENAULT";"SANDERO";10;NA;12
"129";319189;2015;"RENAULT";"CAPTUR";10;NA;12
"130";307789;2015;"RENAULT";"DUSTER";10;NA;12
"131";165000;2014;"RENAULT";"DUSTER";15000;NA;12
"132";49950;2007;"RENAULT";"MEGANE";212123;NA;12
"133";149900;2012;"RENAULT";"KOLEOS";100622;NA;13
"134";109900;2011;"RENAULT";"MEGANE";87521;1,6;13
"135";124995;2014;"RENAULT";"SANDERO";31000;1,6;13
"136";84995;2011;"RENAULT";"TWINGO";84000;1,2;13
"137";119900;2010;"RENAULT";"TWINGO";74000;1,6;13
"138";49900;2010;"RENAULT";"SANDERO";44000;NA;13
"139";59900;2010;"RENAULT";"SANDERO";119000;1,6;13
"140";78000;2011;"RENAULT";"SANDERO";51500;1,6;13
"141";44900;2006;"RENAULT";"MEGANE";133200;NA;13
"142";49900;2005;"RENAULT";"MODUS";44232;NA;13
"143";74900;2011;"RENAULT";"SANDERO";39054;NA;13
"144";149900;2012;"RENAULT";"KOLEOS";100622;NA;14
"145";44900;2006;"RENAULT";"MEGANE";133200;NA;14
"146";139900;2014;"RENAULT";"CLIO";12120;NA;14
"147";250000;2015;"RENAULT";"MEGANE";683;1,2;14
"148";119990;2013;"RENAULT";"CLIO";44830;NA;14
"149";193500;2013;"RENAULT";"KOLEOS";25500;NA;14
"150";329900;2014;"RENAULT";"MEGANE";15000;2;14
"151";49950;2005;"RENAULT";"SCENIC";NA;2;14
"152";49950;2006;"RENAULT";"CLIO";187000;1,6;14
"153";159990;2015;"RENAULT";"SANDERO";10000;0,9;14
"154";69990;2010;"RENAULT";"SANDERO";51000;1,6;14
"155";149900;2012;"RENAULT";"KOLEOS";100622;NA;15
"156";109990;2013;"RENAULT";"MEGANE";1e+05;1,6;15
"157";184990;2014;"RENAULT";"CLIO";36000;0,9;15
"158";119900;2011;"RENAULT";"MEGANE";98500;1,6;15
"159";39900;2003;"RENAULT";"CLIO";134000;NA;15
"160";129900;2013;"RENAULT";"CLIO";46485;NA;15
"161";159900;2012;"RENAULT";"MEGANE";56900;NA;15
"162";109900;2012;"RENAULT";"CLIO";63500;1,6;15
